Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
05/01,0.40651712767186,0.212347135777691,0.372594621891706,0.269374290404135
05/04,0.271353110343501,0.212347135777691,0.293851478622901,0.269374290404135
05/05,0.271353110343501,0.212347135777691,0.293851478622901,0.269374290404135
05/06,0.418054848749231,0.212347135777691,0.379316206835307,0.269374290404135
05/07,0.418054848749231,0.212347135777691,0.379316206835307,0.269374290404135
05/08,0.418054848749231,0.212347135777691,0.379316206835307,0.269374290404135
05/11,0.418054848749231,0.212347135777691,0.379316206835307,0.269374290404135
05/12,0.437505003147507,0.225855170695322,0.389807295009983,0.272010586026173
05/13,0.455731230285348,0.225855170695322,0.400624096489585,0.272010586026173
05/14,0.455731230285348,0.225855170695322,0.400624096489585,0.272010586026173
05/15,0.455731230285348,0.225855170695322,0.400624096489585,0.272010586026173
05/18,0.455731230285348,0.225855170695322,0.400624096489585,0.272010586026173
05/19,0.455731230285348,0.225855170695322,0.400624096489585,0.272010586026173
05/20,0.459996943019736,0.225855170695322,0.403155688325236,0.272010586026173
05/21,0.459996943019736,0.225855170695322,0.403155688325236,0.272010586026173
05/22,0.459996943019736,0.225855170695322,0.403155688325236,0.272010586026173
05/26,0.459996943019736,0.225855170695322,0.403155688325236,0.272010586026173
05/27,0.459996943019736,0.225855170695322,0.403155688325236,0.272010586026173
05/28,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
05/29,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
06/01,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
06/02,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
06/03,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
06/04,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
06/05,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
06/08,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
06/09,0.459027462852829,0.225855170695322,0.39545488967686,0.270079459029302
06/10,,,0.376293571647688,0.236651206096291
06/11,,,0.376293571647688,0.236651206096291
06/12,,,0.376293571647688,0.236651206096291
06/15,,,0.376293571647688,0.236651206096291
06/16,,,0.376293571647688,0.236651206096291
06/17,,,0.376293571647688,0.236651206096291
06/18,,,0.376293571647688,0.236651206096291
06/22,,,0.376293571647688,0.236651206096291
06/23,,,0.376293571647688,0.236651206096291
06/24,,,0.376293571647688,0.236651206096291
06/25,,,,
