Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
06/01,-0.0913776485187638,0.233802441530095,0.0750665385708775,0.273462879391191
06/02,-0.0266577857378098,0.233802441530095,0.112748523260221,0.273462879391191
06/03,0.124282392872209,0.233802441530095,0.200630747588164,0.273462879391191
06/04,0.124282392872209,0.233802441530095,0.200630747588164,0.273462879391191
06/05,0.124282392872209,0.233802441530095,0.200630747588164,0.273462879391191
06/08,0.124282392872209,0.233802441530095,0.200630747588164,0.273462879391191
06/09,0.124282392872209,0.233802441530095,0.200630747588164,0.273462879391191
06/10,0.065570491171573,0.232322464774341,0.164567345869159,0.270677191646774
06/11,0.065570491171573,0.232322464774341,0.164567345869159,0.270677191646774
06/12,0.065570491171573,0.232322464774341,0.164567345869159,0.270677191646774
06/15,0.065570491171573,0.232322464774341,0.164567345869159,0.270677191646774
06/16,0.065570491171573,0.232322464774341,0.164567345869159,0.270677191646774
06/17,0.0240511829093575,0.232322464774341,0.140453070279745,0.270677191646774
06/18,0.0240511829093575,0.232322464774341,0.140453070279745,0.270677191646774
06/22,0.0240511829093575,0.232322464774341,0.140453070279745,0.270677191646774
06/23,0.0240511829093575,0.232322464774341,0.140453070279745,0.270677191646774
06/24,-0.0217280543797617,0.232322464774341,0.113864642137082,0.270677191646774
06/25,-0.0217280543797617,0.232322464774341,0.122583289731009,0.280013867193481
06/26,-0.0217280543797617,0.232322464774341,0.122583289731009,0.280013867193481
06/29,-0.0217280543797617,0.232322464774341,0.122583289731009,0.280013867193481
06/30,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/01,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/02,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/03,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/06,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/07,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/08,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/09,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/10,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/13,-0.0612913952296244,0.232322464774341,0.0996052662949932,0.280013867193481
07/14,,,-0.123176603475239,0.187030847713643
07/15,,,-0.123176603475239,0.187030847713643
07/16,,,-0.123176603475239,0.187030847713643
07/17,,,-0.123176603475239,0.187030847713643
