Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
04/01,0.588921560675456,0.21503214407021,0.458339276020486,0.244473347654937
04/02,0.173019539847714,0.21503214407021,0.2084927816478,0.244473347654937
04/03,0.268224569048247,0.21503214407021,0.265685681901233,0.244473347654937
04/06,0.268224569048247,0.21503214407021,0.265685681901233,0.244473347654937
04/07,0.44917226265805,0.21503214407021,0.374387117934786,0.244473347654937
04/08,0.44917226265805,0.21503214407021,0.374387117934786,0.244473347654937
04/09,0.44917226265805,0.21503214407021,0.38596060723986,0.256256742668038
04/10,0.463834691382431,0.21436431146589,0.385795923964907,0.25510649136665
04/13,0.463834691382431,0.21436431146589,0.385795923964907,0.25510649136665
04/14,0.463834691382431,0.21436431146589,0.385795923964907,0.25510649136665
04/15,0.463834691382431,0.21436431146589,0.385795923964907,0.25510649136665
04/16,0.463834691382431,0.21436431146589,0.385795923964907,0.25510649136665
04/17,0.463834691382431,0.21436431146589,0.385795923964907,0.25510649136665
04/20,0.463834691382431,0.21436431146589,0.385795923964907,0.25510649136665
04/21,0.463834691382431,0.21436431146589,0.385795923964907,0.25510649136665
04/22,0.442030593694038,0.21436431146589,0.373591983133366,0.25510649136665
04/23,0.442030593694038,0.21436431146589,0.373591983133366,0.25510649136665
04/24,0.442030593694038,0.21436431146589,0.373591983133366,0.25510649136665
04/27,0.442030593694038,0.21436431146589,0.373591983133366,0.25510649136665
04/28,0.442030593694038,0.21436431146589,0.373591983133366,0.25510649136665
04/29,0.448127134166122,0.21436431146589,0.377004269221133,0.25510649136665
04/30,0.448127134166122,0.21436431146589,0.390271150943775,0.26308390559774
05/01,0.448127134166122,0.21436431146589,0.390271150943775,0.26308390559774
05/04,0.448127134166122,0.21436431146589,0.390271150943775,0.26308390559774
05/05,0.448127134166122,0.21436431146589,0.390271150943775,0.26308390559774
05/06,0.448127134166122,0.21436431146589,0.390271150943775,0.26308390559774
05/07,0.448127134166122,0.21436431146589,0.390271150943775,0.26308390559774
05/08,0.448127134166122,0.21436431146589,0.390271150943775,0.26308390559774
05/11,0.448127134166122,0.21436431146589,0.390271150943775,0.26308390559774
05/12,,,0.491295393007518,0.29471945306219
05/13,,,0.491295393007518,0.29471945306219
05/14,,,0.491295393007518,0.29471945306219
05/15,,,0.491295393007518,0.29471945306219
05/18,,,0.491295393007518,0.29471945306219
05/19,,,0.491295393007518,0.29471945306219
05/20,,,0.491295393007518,0.29471945306219
05/21,,,0.491295393007518,0.29471945306219
05/22,,,0.491295393007518,0.29471945306219
05/26,,,0.491295393007518,0.29471945306219
05/27,,,0.491295393007518,0.29471945306219
05/28,,,,
