Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
03/02,0.252305548530631,0.203057663162162,0.244842050479624,0.225642908156126
03/03,0.416846853421397,0.203057663162162,0.34275548319457,0.225642908156126
03/04,0.224028098170431,0.203057663162162,0.228015015863412,0.225642908156126
03/05,0.224028098170431,0.203057663162162,0.228015015863412,0.225642908156126
03/06,0.224028098170431,0.203057663162162,0.228015015863412,0.225642908156126
03/09,0.224028098170431,0.203057663162162,0.228015015863412,0.225642908156126
03/10,0.224028098170431,0.203057663162162,0.228015015863412,0.225642908156126
03/11,0.465993858872971,0.203809045102978,0.370297979936434,0.22497559510724
03/12,0.465993858872971,0.203809045102978,0.370297979936434,0.22497559510724
03/13,0.465993858872971,0.203809045102978,0.379273336949539,0.233166699002895
03/16,0.465993858872971,0.203809045102978,0.379273336949539,0.233166699002895
03/17,0.465993858872971,0.203809045102978,0.379273336949539,0.233166699002895
03/18,0.6193491085015,0.203809045102978,0.471399053090759,0.233166699002895
03/19,0.6193491085015,0.203809045102978,0.471399053090759,0.233166699002895
03/20,0.6193491085015,0.203809045102978,0.471399053090759,0.233166699002895
03/23,0.6193491085015,0.203809045102978,0.471399053090759,0.233166699002895
03/24,0.756078465370949,0.203809045102978,0.553537029779775,0.233166699002895
03/25,0.756078465370949,0.203809045102978,0.553537029779775,0.233166699002895
03/26,0.756078465370949,0.203809045102978,0.553537029779775,0.233166699002895
03/27,0.756078465370949,0.203809045102978,0.553537029779775,0.233166699002895
03/30,0.756078465370949,0.203809045102978,0.553537029779775,0.233166699002895
03/31,0.844071623167513,0.203809045102978,0.606397513507407,0.233166699002895
04/01,0.844071623167513,0.203809045102978,0.606397513507407,0.233166699002895
04/02,0.844071623167513,0.203809045102978,0.606397513507407,0.233166699002895
04/03,0.844071623167513,0.203809045102978,0.606397513507407,0.233166699002895
04/06,0.844071623167513,0.203809045102978,0.606397513507407,0.233166699002895
04/07,0.844071623167513,0.203809045102978,0.606397513507407,0.233166699002895
04/08,0.844071623167513,0.203809045102978,0.606397513507407,0.233166699002895
04/09,0.844071623167513,0.203809045102978,0.618810330881366,0.244043679014988
04/10,,,0.583417802058228,0.230240663398332
04/13,,,0.583417802058228,0.230240663398332
04/14,,,0.583417802058228,0.230240663398332
04/15,,,0.583417802058228,0.230240663398332
04/16,,,0.583417802058228,0.230240663398332
04/17,,,0.583417802058228,0.230240663398332
04/20,,,0.583417802058228,0.230240663398332
04/21,,,0.583417802058228,0.230240663398332
04/22,,,0.583417802058228,0.230240663398332
04/23,,,0.583417802058228,0.230240663398332
04/24,,,0.583417802058228,0.230240663398332
04/27,,,0.583417802058228,0.230240663398332
04/28,,,0.583417802058228,0.230240663398332
04/29,,,0.583417802058228,0.230240663398332
04/30,,,,
