Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
07/01,-0.187496025052838,0.232180876007138,0.0277879752539863,0.281420274932748
07/02,-0.220675714775771,0.232180876007138,0.0085175175101238,0.281420274932748
07/03,-0.217849296762336,0.232180876007138,0.0101590750216382,0.281420274932748
07/06,-0.214285552310614,0.232180876007138,0.0122288649274603,0.281420274932748
07/07,-0.213302450392897,0.232180876007138,0.0127998414532044,0.281420274932748
07/08,-0.0041598869006811,0.232180876007138,0.134267913212602,0.281420274932748
07/09,-0.0041598869006811,0.232180876007138,0.134267913212602,0.281420274932748
07/10,-0.0041598869006811,0.232180876007138,0.134267913212602,0.281420274932748
07/13,-0.0041598869006811,0.232180876007138,0.134267913212602,0.281420274932748
07/14,-0.0414983788102338,0.211432281705678,0.107141925970308,0.273671689976095
07/15,-0.0097565550190707,0.211432281705678,0.126324591400356,0.273671689976095
07/16,-0.0097565550190707,0.211432281705678,0.126324591400356,0.273671689976095
07/17,-0.0097565550190707,0.211432281705678,0.126324591400356,0.273671689976095
