update_date,target_month,months_ahead,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
2020-12-16,2020-12,0,0.339817413377145,0.136960571469466,0.237270605743238,0.127047715408008
2020-12-17,2020-11,-1,,,0.151634668495818,0.168580745114625
2020-12-17,2020-12,0,0.339817413377145,0.136960571469466,0.237270605743238,0.127047715408008
2020-12-18,2020-11,-1,,,0.151634668495818,0.168580745114625
2020-12-18,2020-12,0,0.339817413377145,0.136960571469466,0.237270605743238,0.127047715408008
2020-12-21,2020-11,-1,,,0.151634668495818,0.168580745114625
2020-12-21,2020-12,0,0.339817413377145,0.136960571469466,0.237270605743238,0.127047715408008
2020-12-22,2020-11,-1,,,0.151634668495818,0.168580745114625
2020-12-22,2020-12,0,0.339817413377145,0.136960571469466,0.237270605743238,0.127047715408008
2020-12-23,2020-12,0,0.369813970256094,0.136960571469466,0.244267794312049,0.114381233977926
2020-12-24,2020-12,0,0.369813970256094,0.136960571469466,0.244267794312049,0.114381233977926
2020-12-28,2020-12,0,0.369813970256094,0.136960571469466,0.244267794312049,0.114381233977926
2020-12-29,2020-12,0,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2020-12-30,2020-12,0,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2020-12-31,2020-12,0,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2021-01-04,2020-12,-1,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2021-01-04,2021-01,0,0.22551320659012,0.13798478879373,0.158610613212178,0.105246502733872
2021-01-05,2020-12,-1,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2021-01-05,2021-01,0,0.191219675778791,0.13798478879373,0.139691435106345,0.105246502733872
2021-01-06,2020-12,-1,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2021-01-06,2021-01,0,0.191219675778791,0.13798478879373,0.139691435106345,0.105246502733872
2021-01-07,2020-12,-1,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2021-01-07,2021-01,0,0.191219675778791,0.13798478879373,0.139691435106345,0.105246502733872
2021-01-08,2020-12,-1,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2021-01-08,2021-01,0,0.191219675778791,0.13798478879373,0.139691435106345,0.105246502733872
2021-01-11,2020-12,-1,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2021-01-11,2021-01,0,0.191219675778791,0.13798478879373,0.139691435106345,0.105246502733872
2021-01-12,2020-12,-1,0.391439394982779,0.136960571469466,0.256198186206349,0.114381233977926
2021-01-12,2021-01,0,0.236245320113986,0.13798478879373,0.164531344102418,0.105246502733872
2021-01-13,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-13,2021-01,0,0.234781714607865,0.133673145478757,0.168915768457815,0.101677837539352
2021-01-14,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-14,2021-01,0,0.234781714607865,0.133673145478757,0.168915768457815,0.101677837539352
2021-01-15,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-15,2021-01,0,0.234781714607865,0.133673145478757,0.168915768457815,0.101677837539352
2021-01-19,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-19,2021-01,0,0.234781714607865,0.133673145478757,0.168915768457815,0.101677837539352
2021-01-20,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-20,2021-01,0,0.278620026512255,0.133673145478757,0.194719562885508,0.101677837539352
2021-01-21,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-21,2021-01,0,0.278620026512255,0.133673145478757,0.194719562885508,0.101677837539352
2021-01-22,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-22,2021-01,0,0.278620026512255,0.133673145478757,0.194719562885508,0.101677837539352
2021-01-25,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-25,2021-01,0,0.278620026512255,0.133673145478757,0.194719562885508,0.101677837539352
2021-01-26,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-26,2021-01,0,0.305410106009382,0.133673145478757,0.210488548369098,0.101677837539352
2021-01-27,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-27,2021-01,0,0.305410106009382,0.133673145478757,0.210488548369098,0.101677837539352
2021-01-28,2020-12,-1,,,0.258827276380554,0.0715572516436879
2021-01-28,2021-01,0,0.305410106009382,0.133673145478757,0.210488548369098,0.101677837539352
2021-01-29,2021-01,0,0.305410106009382,0.133673145478757,0.221669528055124,0.120340358421885
2021-02-01,2021-01,-1,0.305410106009382,0.133673145478757,0.221669528055124,0.120340358421885
2021-02-01,2021-02,0,0.192257527800245,0.124624385236984,0.155805963500759,0.115882780377504
2021-02-02,2021-01,-1,0.305410106009382,0.133673145478757,0.221669528055124,0.120340358421885
2021-02-02,2021-02,0,0.253668620981354,0.124624385236984,0.191351451149088,0.115882780377504
2021-02-03,2021-01,-1,0.305410106009382,0.133673145478757,0.221669528055124,0.120340358421885
2021-02-03,2021-02,0,0.253668620981354,0.124624385236984,0.191351451149088,0.115882780377504
2021-02-04,2021-01,-1,0.305410106009382,0.133673145478757,0.221669528055124,0.120340358421885
2021-02-04,2021-02,0,0.253668620981354,0.124624385236984,0.191351451149088,0.115882780377504
2021-02-05,2021-01,-1,0.305410106009382,0.133673145478757,0.221669528055124,0.120340358421885
2021-02-05,2021-02,0,0.253668620981354,0.124624385236984,0.191351451149088,0.115882780377504
2021-02-08,2021-01,-1,0.305410106009382,0.133673145478757,0.221669528055124,0.120340358421885
2021-02-08,2021-02,0,0.253668620981354,0.124624385236984,0.191351451149088,0.115882780377504
2021-02-09,2021-01,-1,0.349056443112153,0.133799234835428,0.229947619539207,0.120340358421885
2021-02-09,2021-02,0,0.269204628339678,0.124402162653401,0.188551812657094,0.115882780377504
2021-02-10,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-10,2021-02,0,0.26066471561017,0.115876266327218,0.188475433226235,0.109006356016162
2021-02-11,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-11,2021-02,0,0.26066471561017,0.115876266327218,0.188475433226235,0.109006356016162
2021-02-12,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-12,2021-02,0,0.26066471561017,0.115876266327218,0.188475433226235,0.109006356016162
2021-02-16,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-16,2021-02,0,0.26066471561017,0.115876266327218,0.188475433226235,0.109006356016162
2021-02-17,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-17,2021-02,0,0.290237525030493,0.115876266327218,0.20451606865117,0.109006356016162
2021-02-18,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-18,2021-02,0,0.290237525030493,0.115876266327218,0.20451606865117,0.109006356016162
2021-02-19,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-19,2021-02,0,0.290237525030493,0.115876266327218,0.20451606865117,0.109006356016162
2021-02-22,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-22,2021-02,0,0.290237525030493,0.115876266327218,0.20451606865117,0.109006356016162
2021-02-23,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-23,2021-02,0,0.348049032167968,0.115876266327218,0.235873701812696,0.109006356016162
2021-02-24,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-24,2021-02,0,0.348049032167968,0.115876266327218,0.235873701812696,0.109006356016162
2021-02-25,2021-01,-1,,,0.19523233107734,0.0378232660857777
2021-02-25,2021-02,0,0.348049032167968,0.115876266327218,0.235873701812696,0.109006356016162
2021-02-26,2021-02,0,0.348049032167968,0.115876266327218,0.241460651749432,0.12668889253402
2021-03-01,2021-02,-1,0.348049032167968,0.115876266327218,0.241460651749432,0.12668889253402
2021-03-01,2021-03,0,0.140092341332828,0.107695997820479,0.135466686905428,0.124556207076295
2021-03-02,2021-02,-1,0.348049032167968,0.115876266327218,0.241460651749432,0.12668889253402
2021-03-02,2021-03,0,0.319599104576723,0.107695997820479,0.226850777072862,0.124556207076295
2021-03-03,2021-02,-1,0.348049032167968,0.115876266327218,0.241460651749432,0.12668889253402
2021-03-03,2021-03,0,0.319599104576723,0.107695997820479,0.226850777072862,0.124556207076295
2021-03-04,2021-02,-1,0.348049032167968,0.115876266327218,0.241460651749432,0.12668889253402
2021-03-04,2021-03,0,0.319599104576723,0.107695997820479,0.226850777072862,0.124556207076295
2021-03-05,2021-02,-1,0.348049032167968,0.115876266327218,0.241460651749432,0.12668889253402
2021-03-05,2021-03,0,0.319599104576723,0.107695997820479,0.226850777072862,0.124556207076295
2021-03-08,2021-02,-1,0.348049032167968,0.115876266327218,0.241460651749432,0.12668889253402
2021-03-08,2021-03,0,0.319599104576723,0.107695997820479,0.226850777072862,0.124556207076295
2021-03-09,2021-02,-1,0.348049032167968,0.115876266327218,0.241460651749432,0.12668889253402
2021-03-09,2021-03,0,0.357666734036674,0.107695997820479,0.246230412804481,0.124556207076295
2021-03-10,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-10,2021-03,0,0.357762008668156,0.106495649453042,0.25056407096278,0.122525697708444
2021-03-11,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-11,2021-03,0,0.357762008668156,0.106495649453042,0.25056407096278,0.122525697708444
2021-03-12,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-12,2021-03,0,0.357762008668156,0.106495649453042,0.25056407096278,0.122525697708444
2021-03-15,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-15,2021-03,0,0.357762008668156,0.106495649453042,0.25056407096278,0.122525697708444
2021-03-16,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-16,2021-03,0,0.405291658882443,0.106495649453042,0.275684278651676,0.122525697708444
2021-03-17,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-17,2021-03,0,0.405291658882443,0.106495649453042,0.275684278651676,0.122525697708444
2021-03-18,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-18,2021-03,0,0.405291658882443,0.106495649453042,0.275684278651676,0.122525697708444
2021-03-19,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-19,2021-03,0,0.405291658882443,0.106495649453042,0.275684278651676,0.122525697708444
2021-03-22,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-22,2021-03,0,0.405291658882443,0.106495649453042,0.275684278651676,0.122525697708444
2021-03-23,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-23,2021-03,0,0.433453500088704,0.106495649453042,0.290568278361615,0.122525697708444
2021-03-24,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-24,2021-03,0,0.433453500088704,0.106495649453042,0.290568278361615,0.122525697708444
2021-03-25,2021-02,-1,,,0.269804109357185,0.102322780119807
2021-03-25,2021-03,0,0.433453500088704,0.106495649453042,0.290568278361615,0.122525697708444
2021-03-26,2021-03,0,0.433453500088704,0.106495649453042,0.280279256311535,0.11726846012507
2021-03-29,2021-03,0,0.433453500088704,0.106495649453042,0.280279256311535,0.11726846012507
2021-03-30,2021-03,0,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-03-31,2021-03,0,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-01,2021-03,-1,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-01,2021-04,0,-0.13266564138209,0.11711891423501,-0.0008195069861002,0.134996914227171
2021-04-02,2021-03,-1,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-02,2021-04,0,-0.125544442059957,0.11711891423501,0.0028432622781752,0.134996914227171
2021-04-05,2021-03,-1,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-05,2021-04,0,-0.107741443754623,0.11711891423501,0.012000185438865,0.134996914227171
2021-04-06,2021-03,-1,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-06,2021-04,0,0.0739004749578786,0.11711891423501,0.105427206207175,0.134996914227171
2021-04-07,2021-03,-1,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-07,2021-04,0,0.0739004749578786,0.11711891423501,0.105427206207175,0.134996914227171
2021-04-08,2021-03,-1,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-08,2021-04,0,0.0739004749578786,0.11711891423501,0.105427206207175,0.134996914227171
2021-04-09,2021-03,-1,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-09,2021-04,0,0.0739004749578786,0.11711891423501,0.105427206207175,0.134996914227171
2021-04-12,2021-03,-1,0.447084249995973,0.106495649453042,0.287290194996287,0.11726846012507
2021-04-12,2021-04,0,0.0739004749578786,0.11711891423501,0.105427206207175,0.134996914227171
2021-04-13,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-13,2021-04,0,0.0796215812205227,0.136453778110598,0.11331170632016,0.147136275974171
2021-04-14,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-14,2021-04,0,0.0796215812205227,0.136453778110598,0.11331170632016,0.147136275974171
2021-04-15,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-15,2021-04,0,0.0796215812205227,0.136453778110598,0.11331170632016,0.147136275974171
2021-04-16,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-16,2021-04,0,0.0796215812205227,0.136453778110598,0.11331170632016,0.147136275974171
2021-04-19,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-19,2021-04,0,0.0796215812205227,0.136453778110598,0.11331170632016,0.147136275974171
2021-04-20,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-20,2021-04,0,0.0807418330444916,0.136453778110598,0.113905815383832,0.147136275974171
2021-04-21,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-21,2021-04,0,0.0807418330444916,0.136453778110598,0.113905815383832,0.147136275974171
2021-04-22,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-22,2021-04,0,0.0807418330444916,0.136453778110598,0.113905815383832,0.147136275974171
2021-04-23,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-23,2021-04,0,0.0807418330444916,0.136453778110598,0.113905815383832,0.147136275974171
2021-04-26,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-26,2021-04,0,0.0807418330444916,0.136453778110598,0.113905815383832,0.147136275974171
2021-04-27,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-27,2021-04,0,0.0860630292083403,0.136453778110598,0.116727833436272,0.147136275974171
2021-04-28,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-28,2021-04,0,0.0860630292083403,0.136453778110598,0.116727833436272,0.147136275974171
2021-04-29,2021-03,-1,,,0.445787899344887,0.26294080108906
2021-04-29,2021-04,0,0.0860630292083403,0.136453778110598,0.116727833436272,0.147136275974171
2021-04-30,2021-04,0,0.0860630292083403,0.136453778110598,0.121317286394805,0.151669000030178
2021-05-03,2021-04,-1,0.0860630292083403,0.136453778110598,0.121317286394805,0.151669000030178
2021-05-03,2021-05,0,-0.0584907705341509,0.178557255197357,0.0663706660926091,0.200218406367215
2021-05-04,2021-04,-1,0.0860630292083403,0.136453778110598,0.121317286394805,0.151669000030178
2021-05-04,2021-05,0,0.0461042260486181,0.178557255197357,0.120717283271286,0.200218406367215
2021-05-05,2021-04,-1,0.0860630292083403,0.136453778110598,0.121317286394805,0.151669000030178
2021-05-05,2021-05,0,0.0461042260486181,0.178557255197357,0.120717283271286,0.200218406367215
2021-05-06,2021-04,-1,0.0860630292083403,0.136453778110598,0.121317286394805,0.151669000030178
2021-05-06,2021-05,0,0.0461042260486181,0.178557255197357,0.120717283271286,0.200218406367215
2021-05-07,2021-04,-1,0.0860630292083403,0.136453778110598,0.121317286394805,0.151669000030178
2021-05-07,2021-05,0,0.0461042260486181,0.178557255197357,0.120717283271286,0.200218406367215
2021-05-10,2021-04,-1,0.0860630292083403,0.136453778110598,0.121317286394805,0.151669000030178
2021-05-10,2021-05,0,0.0461042260486181,0.178557255197357,0.120717283271286,0.200218406367215
2021-05-11,2021-04,-1,0.0860630292083403,0.136453778110598,0.121317286394805,0.151669000030178
2021-05-11,2021-05,0,0.0846459812787328,0.178557255197357,0.140743231790035,0.200218406367215
2021-05-12,2021-04,-1,,,0.573507433692763,0.692465171813853
2021-05-12,2021-05,0,0.144805196415975,0.243571052734698,0.177063813175473,0.245284754015855
2021-05-13,2021-04,-1,,,0.573507433692763,0.692465171813853
2021-05-13,2021-05,0,0.144805196415975,0.243571052734698,0.177063813175473,0.245284754015855
2021-05-14,2021-04,-1,,,0.573507433692763,0.692465171813853
2021-05-14,2021-05,0,0.144805196415975,0.243571052734698,0.177063813175473,0.245284754015855
2021-05-17,2021-04,-1,,,0.573507433692763,0.692465171813853
2021-05-17,2021-05,0,0.144805196415975,0.243571052734698,0.177063813175473,0.245284754015855
2021-05-18,2021-04,-1,,,0.573507433692763,0.692465171813853
2021-05-18,2021-05,0,0.180874066604869,0.243571052734698,0.197428858960911,0.245284754015855
2021-05-19,2021-04,-1,,,0.573507433692763,0.692465171813853
