update_date,target_month,months_ahead,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
2017-09-01,2017-09,0,0.184524002103187,0.130546585403013,0.138862604714804,0.107733462942069
2017-09-05,2017-08,-1,0.293615548124742,0.140565624198461,0.207120501796701,0.11648540969046
2017-09-05,2017-09,0,0.179006169116573,0.130546585403013,0.135532255481977,0.107733462942069
2017-09-06,2017-08,-1,0.293615548124742,0.140565624198461,0.207120501796701,0.11648540969046
2017-09-06,2017-09,0,0.607887267746872,0.130546585403013,0.394388194264871,0.107733462942069
2017-09-07,2017-08,-1,0.293615548124742,0.140565624198461,0.207120501796701,0.11648540969046
2017-09-07,2017-09,0,0.607887267746872,0.130546585403013,0.394388194264871,0.107733462942069
2017-09-08,2017-08,-1,0.293615548124742,0.140565624198461,0.207120501796701,0.11648540969046
2017-09-08,2017-09,0,0.607887267746872,0.130546585403013,0.394388194264871,0.107733462942069
2017-09-11,2017-08,-1,0.293615548124742,0.140565624198461,0.207120501796701,0.11648540969046
2017-09-11,2017-09,0,0.607887267746872,0.130546585403013,0.394388194264871,0.107733462942069
2017-09-12,2017-08,-1,0.293615548124742,0.140565624198461,0.207120501796701,0.11648540969046
2017-09-12,2017-09,0,0.61214260383616,0.130546585403013,0.396956549507727,0.107733462942069
2017-09-13,2017-08,-1,0.293615548124742,0.140565624198461,0.207120501796701,0.11648540969046
2017-09-13,2017-09,0,0.61214260383616,0.130546585403013,0.396956549507727,0.107733462942069
2017-09-14,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-14,2017-09,0,0.623147689179432,0.139540908646154,0.407581315414228,0.114985110070386
2017-09-15,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-15,2017-09,0,0.623147689179432,0.139540908646154,0.407581315414228,0.114985110070386
2017-09-18,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-18,2017-09,0,0.623147689179432,0.139540908646154,0.407581315414228,0.114985110070386
2017-09-19,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-19,2017-09,0,0.600785905072668,0.139540908646154,0.393990912618159,0.114985110070386
2017-09-20,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-20,2017-09,0,0.600785905072668,0.139540908646154,0.393990912618159,0.114985110070386
2017-09-21,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-21,2017-09,0,0.600785905072668,0.139540908646154,0.393990912618159,0.114985110070386
2017-09-22,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-22,2017-09,0,0.600785905072668,0.139540908646154,0.393990912618159,0.114985110070386
2017-09-25,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-25,2017-09,0,0.600785905072668,0.139540908646154,0.393990912618159,0.114985110070386
2017-09-26,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-26,2017-09,0,0.572120000978359,0.139540908646154,0.376569172863624,0.114985110070386
2017-09-27,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-27,2017-09,0,0.572120000978359,0.139540908646154,0.376569172863624,0.114985110070386
2017-09-28,2017-08,-1,,,0.303684081331477,0.203505175230268
2017-09-28,2017-09,0,0.572120000978359,0.139540908646154,0.376569172863624,0.114985110070386
2017-09-29,2017-09,0,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-02,2017-09,-1,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-02,2017-10,0,0.201775762745699,0.141270693038399,0.14413203092944,0.107818652385248
2017-10-03,2017-09,-1,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-03,2017-10,0,0.15164734268362,0.141270693038399,0.113728392036258,0.107818652385248
2017-10-04,2017-09,-1,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-04,2017-10,0,0.15164734268362,0.141270693038399,0.113728392036258,0.107818652385248
2017-10-05,2017-09,-1,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-05,2017-10,0,0.15164734268362,0.141270693038399,0.113728392036258,0.107818652385248
2017-10-06,2017-09,-1,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-06,2017-10,0,0.15164734268362,0.141270693038399,0.113728392036258,0.107818652385248
2017-10-10,2017-09,-1,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-10,2017-10,0,0.15164734268362,0.141270693038399,0.113728392036258,0.107818652385248
2017-10-11,2017-09,-1,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-11,2017-10,0,0.112971318599521,0.141270693038399,0.0902708031351763,0.107818652385248
2017-10-12,2017-09,-1,0.572120000978359,0.139540908646154,0.369377511591234,0.107165249510613
2017-10-12,2017-10,0,0.112971318599521,0.141270693038399,0.0902708031351763,0.107818652385248
2017-10-13,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-13,2017-10,0,0.119617074945668,0.140201667316568,0.09279549571032,0.107529930201685
2017-10-16,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-16,2017-10,0,0.119617074945668,0.140201667316568,0.09279549571032,0.107529930201685
2017-10-17,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-17,2017-10,0,0.100327920113384,0.140201667316568,0.0804908769564009,0.107529930201685
2017-10-18,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-18,2017-10,0,0.100327920113384,0.140201667316568,0.0804908769564009,0.107529930201685
2017-10-19,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-19,2017-10,0,0.100327920113384,0.140201667316568,0.0804908769564009,0.107529930201685
2017-10-20,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-20,2017-10,0,0.100327920113384,0.140201667316568,0.0804908769564009,0.107529930201685
2017-10-23,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-23,2017-10,0,0.100327920113384,0.140201667316568,0.0804908769564009,0.107529930201685
2017-10-24,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-24,2017-10,0,0.0872974804128524,0.140201667316568,0.0721787142875297,0.107529930201685
2017-10-25,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-25,2017-10,0,0.0872974804128524,0.140201667316568,0.0721787142875297,0.107529930201685
2017-10-26,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-26,2017-10,0,0.0872974804128524,0.140201667316568,0.0721787142875297,0.107529930201685
2017-10-27,2017-09,-1,,,0.3888590569959,0.103700583307857
2017-10-27,2017-10,0,0.0872974804128524,0.140201667316568,0.0721787142875297,0.107529930201685
2017-10-30,2017-10,0,0.0872974804128524,0.140201667316568,0.0746320720606102,0.110077718046298
2017-10-31,2017-10,0,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-01,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-01,2017-11,0,0.352063337964572,0.139652219430683,0.233229656320154,0.109343174043479
2017-11-02,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-02,2017-11,0,0.341384786355311,0.139652219430683,0.226744137790745,0.109343174043479
2017-11-03,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-03,2017-11,0,0.34190569131186,0.139652219430683,0.227060504548278,0.109343174043479
2017-11-06,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-06,2017-11,0,0.356230577616967,0.139652219430683,0.235760590380411,0.109343174043479
2017-11-07,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-07,2017-11,0,0.355420284289306,0.139652219430683,0.235268466300003,0.109343174043479
2017-11-08,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-08,2017-11,0,0.355420284289306,0.139652219430683,0.235268466300003,0.109343174043479
2017-11-09,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-09,2017-11,0,0.355420284289306,0.139652219430683,0.235268466300003,0.109343174043479
2017-11-10,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-10,2017-11,0,0.355420284289306,0.139652219430683,0.235268466300003,0.109343174043479
2017-11-13,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-13,2017-11,0,0.355420284289306,0.139652219430683,0.235268466300003,0.109343174043479
2017-11-14,2017-10,-1,0.0814491728307241,0.140201667316568,0.0710801571027166,0.110077718046298
2017-11-14,2017-11,0,0.376822525188443,0.139652219430683,0.248266917307332,0.109343174043479
2017-11-15,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-15,2017-11,0,0.387277699429364,0.146687933001542,0.256929659357282,0.114987772173051
2017-11-16,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-16,2017-11,0,0.387277699429364,0.146687933001542,0.256929659357282,0.114987772173051
2017-11-17,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-17,2017-11,0,0.387277699429364,0.146687933001542,0.256929659357282,0.114987772173051
2017-11-20,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-20,2017-11,0,0.387277699429364,0.146687933001542,0.256929659357282,0.114987772173051
2017-11-21,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-21,2017-11,0,0.38444083554721,0.146687933001542,0.255195260758643,0.114987772173051
2017-11-22,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-22,2017-11,0,0.38444083554721,0.146687933001542,0.255195260758643,0.114987772173051
2017-11-24,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-24,2017-11,0,0.38444083554721,0.146687933001542,0.255195260758643,0.114987772173051
2017-11-27,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-27,2017-11,0,0.38444083554721,0.146687933001542,0.255195260758643,0.114987772173051
2017-11-28,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-28,2017-11,0,0.371565837928206,0.146687933001542,0.24732375942636,0.114987772173051
2017-11-29,2017-10,-1,,,0.0939497096666296,0.177812895601152
2017-11-29,2017-11,0,0.371565837928206,0.146687933001542,0.24732375942636,0.114987772173051
2017-11-30,2017-11,0,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-01,2017-11,-1,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-01,2017-12,0,0.154387432751264,0.143751954565731,0.128722193068654,0.126511434752006
2017-12-04,2017-11,-1,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-04,2017-12,0,0.182532719121511,0.143751954565731,0.145878773748188,0.126511434752006
2017-12-05,2017-11,-1,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-05,2017-12,0,0.0835710035022203,0.143751954565731,0.0855544751827879,0.126511434752006
2017-12-06,2017-11,-1,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-06,2017-12,0,0.0835710035022203,0.143751954565731,0.0855544751827879,0.126511434752006
2017-12-07,2017-11,-1,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-07,2017-12,0,0.0835710035022203,0.143751954565731,0.0855544751827879,0.126511434752006
2017-12-08,2017-11,-1,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-08,2017-12,0,0.0835710035022203,0.143751954565731,0.0855544751827879,0.126511434752006
2017-12-11,2017-11,-1,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-11,2017-12,0,0.0835710035022203,0.143751954565731,0.0855544751827879,0.126511434752006
2017-12-12,2017-11,-1,0.371565837928206,0.146687933001542,0.252724896905779,0.119870472861007
2017-12-12,2017-12,0,0.0733174612689092,0.143751954565731,0.0793042021437196,0.126511434752006
2017-12-13,2017-11,-1,,,0.288459734508267,0.103389491340219
2017-12-13,2017-12,0,0.0662097769361041,0.141261165109187,0.0753948774974248,0.125138019625274
2017-12-14,2017-11,-1,,,0.288459734508267,0.103389491340219
2017-12-14,2017-12,0,0.0662097769361041,0.141261165109187,0.0753948774974248,0.125138019625274
2017-12-15,2017-11,-1,,,0.288459734508267,0.103389491340219
2017-12-15,2017-12,0,0.0662097769361041,0.141261165109187,0.0753948774974248,0.125138019625274
2017-12-18,2017-11,-1,,,0.288459734508267,0.103389491340219
2017-12-18,2017-12,0,0.0662097769361041,0.141261165109187,0.0753948774974248,0.125138019625274
2017-12-19,2017-11,-1,,,0.288459734508267,0.103389491340219
2017-12-19,2017-12,0,0.0479064972452948,0.141261165109187,0.0640996191498042,0.125138019625274
2017-12-20,2017-11,-1,,,0.288459734508267,0.103389491340219
2017-12-20,2017-12,0,0.0479064972452948,0.141261165109187,0.0640996191498042,0.125138019625274
2017-12-21,2017-11,-1,,,0.288459734508267,0.103389491340219
2017-12-21,2017-12,0,0.0479064972452948,0.141261165109187,0.0640996191498042,0.125138019625274
2017-12-22,2017-12,0,0.0479064972452948,0.141261165109187,0.0611916405383623,0.12268322951797
2017-12-26,2017-12,0,0.0479064972452948,0.141261165109187,0.0611916405383623,0.12268322951797
2017-12-27,2017-12,0,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2017-12-28,2017-12,0,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2017-12-29,2017-12,0,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-02,2017-12,-1,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-02,2018-01,0,0.330223355892861,0.134693609367277,0.234425506654517,0.1207092429354
2018-01-03,2017-12,-1,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-03,2018-01,0,0.270589871532159,0.134693609367277,0.198104484311986,0.1207092429354
2018-01-04,2017-12,-1,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-04,2018-01,0,0.270589871532159,0.134693609367277,0.198104484311986,0.1207092429354
2018-01-05,2017-12,-1,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-05,2018-01,0,0.270589871532159,0.134693609367277,0.198104484311986,0.1207092429354
2018-01-08,2017-12,-1,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-08,2018-01,0,0.270589871532159,0.134693609367277,0.198104484311986,0.1207092429354
2018-01-09,2017-12,-1,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-09,2018-01,0,0.271972379616709,0.134693609367277,0.198946529809846,0.1207092429354
2018-01-10,2017-12,-1,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-10,2018-01,0,0.271972379616709,0.134693609367277,0.198946529809846,0.1207092429354
2018-01-11,2017-12,-1,0.0457859953298964,0.141261165109187,0.059900104444635,0.12268322951797
2018-01-11,2018-01,0,0.271972379616709,0.134693609367277,0.198946529809846,0.1207092429354
2018-01-12,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-12,2018-01,0,0.280000710019835,0.145978395244791,0.205469797979315,0.129586854055379
2018-01-16,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-16,2018-01,0,0.280000710019835,0.145978395244791,0.205469797979315,0.129586854055379
2018-01-17,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-17,2018-01,0,0.295950397421431,0.145978395244791,0.215200430536037,0.129586854055379
2018-01-18,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-18,2018-01,0,0.295950397421431,0.145978395244791,0.215200430536037,0.129586854055379
2018-01-19,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-19,2018-01,0,0.295950397421431,0.145978395244791,0.215200430536037,0.129586854055379
2018-01-22,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-22,2018-01,0,0.295950397421431,0.145978395244791,0.215200430536037,0.129586854055379
2018-01-23,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-23,2018-01,0,0.307684810295461,0.145978395244791,0.222359395917052,0.129586854055379
2018-01-24,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-24,2018-01,0,0.307684810295461,0.145978395244791,0.222359395917052,0.129586854055379
2018-01-25,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-25,2018-01,0,0.307684810295461,0.145978395244791,0.222359395917052,0.129586854055379
2018-01-26,2017-12,-1,,,0.127519444852173,0.229214562957719
2018-01-26,2018-01,0,0.307684810295461,0.145978395244791,0.222359395917052,0.129586854055379
2018-01-29,2018-01,0,0.307684810295461,0.145978395244791,0.21982088875594,0.126168969215099
2018-01-30,2018-01,0,0.325388963311233,0.145978395244791,0.230531648998868,0.126168969215099
2018-01-31,2018-01,0,0.325388963311233,0.145978395244791,0.230531648998868,0.126168969215099
2018-02-01,2018-01,-1,0.325388963311233,0.145978395244791,0.230531648998868,0.126168969215099
2018-02-01,2018-02,0,0.143136440574083,0.132477929445792,0.116396699607675,0.113140462407568
2018-02-02,2018-01,-1,0.325388963311233,0.145978395244791,0.230531648998868,0.126168969215099
2018-02-02,2018-02,0,0.164795222501027,0.132477929445792,0.129499953977805,0.113140462407568
2018-02-05,2018-01,-1,0.325388963311233,0.145978395244791,0.230531648998868,0.126168969215099
2018-02-05,2018-02,0,0.150264647284217,0.132477929445792,0.120709163071262,0.113140462407568
2018-02-06,2018-01,-1,0.325388963311233,0.145978395244791,0.230531648998868,0.126168969215099
2018-02-06,2018-02,0,0.206469873121633,0.132477929445792,0.154712523627844,0.113140462407568
2018-02-07,2018-01,-1,0.313016334730286,0.145602265404728,0.230371449948399,0.126168969215099
2018-02-07,2018-02,0,0.157688242589191,0.135568766182782,0.125097083678882,0.113140462407568
2018-02-08,2018-01,-1,0.313016334730286,0.145602265404728,0.230371449948399,0.126168969215099
2018-02-08,2018-02,0,0.157688242589191,0.135568766182782,0.125097083678882,0.113140462407568
2018-02-09,2018-01,-1,0.313016334730286,0.145602265404728,0.230371449948399,0.126168969215099
2018-02-09,2018-02,0,0.157688242589191,0.135568766182782,0.125097083678882,0.113140462407568
2018-02-12,2018-01,-1,0.313016334730286,0.145602265404728,0.230371449948399,0.126168969215099
2018-02-12,2018-02,0,0.157688242589191,0.135568766182782,0.125097083678882,0.113140462407568
2018-02-13,2018-01,-1,0.313016334730286,0.145602265404728,0.230371449948399,0.126168969215099
2018-02-13,2018-02,0,0.138926907355425,0.135568766182782,0.113243393692584,0.113140462407568
2018-02-14,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-14,2018-02,0,0.156338293715431,0.152556280132567,0.128084112386105,0.12975882455499
2018-02-15,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-15,2018-02,0,0.156338293715431,0.152556280132567,0.128084112386105,0.12975882455499
2018-02-16,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-16,2018-02,0,0.156338293715431,0.152556280132567,0.128084112386105,0.12975882455499
2018-02-20,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-20,2018-02,0,0.156338293715431,0.152556280132567,0.128084112386105,0.12975882455499
2018-02-21,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-21,2018-02,0,0.129088881543507,0.152556280132567,0.111193305002676,0.12975882455499
2018-02-22,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-22,2018-02,0,0.129088881543507,0.152556280132567,0.111193305002676,0.12975882455499
2018-02-23,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-23,2018-02,0,0.129088881543507,0.152556280132567,0.111193305002676,0.12975882455499
2018-02-26,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-26,2018-02,0,0.129088881543507,0.152556280132567,0.111193305002676,0.12975882455499
2018-02-27,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-27,2018-02,0,0.112194245996914,0.152556280132567,0.100721004424951,0.12975882455499
2018-02-28,2018-01,-1,,,0.390114849947048,0.325589314984168
2018-02-28,2018-02,0,0.112194245996914,0.152556280132567,0.100721004424951,0.12975882455499
2018-03-01,2018-02,-1,0.112194245996914,0.152556280132567,0.0992265476795753,0.125451365511521
2018-03-01,2018-03,0,-0.0518607129432655,0.151073503837861,-0.0035130464164411,0.122353102091676
2018-03-02,2018-02,-1,0.112194245996914,0.152556280132567,0.0992265476795753,0.125451365511521
2018-03-02,2018-03,0,-0.0748566095182783,0.151073503837861,-0.0176926495961173,0.122353102091676
2018-03-05,2018-02,-1,0.112194245996914,0.152556280132567,0.0992265476795753,0.125451365511521
2018-03-05,2018-03,0,-0.0717815768367359,0.151073503837861,-0.0157965398686025,0.122353102091676
2018-03-06,2018-02,-1,0.112194245996914,0.152556280132567,0.0992265476795753,0.125451365511521
2018-03-06,2018-03,0,-0.0752510908984544,0.151073503837861,-0.0179358925335876,0.122353102091676
2018-03-07,2018-02,-1,0.112194245996914,0.152556280132567,0.0992265476795753,0.125451365511521
2018-03-07,2018-03,0,-0.0752510908984544,0.151073503837861,-0.0179358925335876,0.122353102091676
2018-03-08,2018-02,-1,0.112194245996914,0.152556280132567,0.0992265476795753,0.125451365511521
2018-03-08,2018-03,0,-0.0752510908984544,0.151073503837861,-0.0179358925335876,0.122353102091676
2018-03-09,2018-02,-1,0.112194245996914,0.152556280132567,0.0992265476795753,0.125451365511521
2018-03-09,2018-03,0,-0.0752510908984544,0.151073503837861,-0.0179358925335876,0.122353102091676
2018-03-12,2018-02,-1,0.112194245996914,0.152556280132567,0.0992265476795753,0.125451365511521
2018-03-12,2018-03,0,-0.0752510908984544,0.151073503837861,-0.0179358925335876,0.122353102091676
2018-03-13,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-13,2018-03,0,-0.0681604595911629,0.153506832116033,-0.0190407420635125,0.124573428628609
2018-03-14,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-14,2018-03,0,-0.0681604595911629,0.153506832116033,-0.0190407420635125,0.124573428628609
2018-03-15,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-15,2018-03,0,-0.0681604595911629,0.153506832116033,-0.0190407420635125,0.124573428628609
2018-03-16,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-16,2018-03,0,-0.0681604595911629,0.153506832116033,-0.0190407420635125,0.124573428628609
2018-03-19,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-19,2018-03,0,-0.0681604595911629,0.153506832116033,-0.0190407420635125,0.124573428628609
2018-03-20,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-20,2018-03,0,-0.0522674830507329,0.153506832116033,-0.0089856012626363,0.124573428628609
2018-03-21,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-21,2018-03,0,-0.0522674830507329,0.153506832116033,-0.0089856012626363,0.124573428628609
2018-03-22,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-22,2018-03,0,-0.0522674830507329,0.153506832116033,-0.0089856012626363,0.124573428628609
2018-03-23,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-23,2018-03,0,-0.0522674830507329,0.153506832116033,-0.0089856012626363,0.124573428628609
2018-03-26,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-26,2018-03,0,-0.0522674830507329,0.153506832116033,-0.0089856012626363,0.124573428628609
2018-03-27,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-27,2018-03,0,-0.0292644906895854,0.153506832116033,0.0055678920017889,0.124573428628609
2018-03-28,2018-02,-1,,,0.123427982380222,0.152095283954719
2018-03-28,2018-03,0,-0.0292644906895854,0.153506832116033,0.0055678920017889,0.124573428628609
2018-03-29,2018-03,0,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-03-30,2018-03,0,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-04-02,2018-03,-1,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-04-02,2018-04,0,0.184058801966348,0.172405824853755,0.159146485680664,0.155833584939226
2018-04-03,2018-03,-1,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-04-03,2018-04,0,0.238657123959985,0.172405824853755,0.193970982814952,0.155833584939226
2018-04-04,2018-03,-1,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-04-04,2018-04,0,0.238657123959985,0.172405824853755,0.193970982814952,0.155833584939226
2018-04-05,2018-03,-1,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-04-05,2018-04,0,0.238657123959985,0.172405824853755,0.193970982814952,0.155833584939226
2018-04-06,2018-03,-1,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-04-06,2018-04,0,0.238657123959985,0.172405824853755,0.193970982814952,0.155833584939226
2018-04-09,2018-03,-1,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-04-09,2018-04,0,0.238657123959985,0.172405824853755,0.193970982814952,0.155833584939226
2018-04-10,2018-03,-1,-0.0292644906895854,0.153506832116033,0.0124834491063422,0.132107406406182
2018-04-10,2018-04,0,0.234898903266006,0.172405824853755,0.191573873508136,0.155833584939226
2018-04-11,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-11,2018-04,0,0.235080287479065,0.174243704334021,0.191323588283829,0.157380619874813
2018-04-12,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-12,2018-04,0,0.235080287479065,0.174243704334021,0.191323588283829,0.157380619874813
2018-04-13,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-13,2018-04,0,0.235080287479065,0.174243704334021,0.191323588283829,0.157380619874813
2018-04-16,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-16,2018-04,0,0.235080287479065,0.174243704334021,0.191323588283829,0.157380619874813
2018-04-17,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-17,2018-04,0,0.256128654958394,0.174243704334021,0.205065414398636,0.157380619874813
2018-04-18,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-18,2018-04,0,0.256128654958394,0.174243704334021,0.205065414398636,0.157380619874813
2018-04-19,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-19,2018-04,0,0.256128654958394,0.174243704334021,0.205065414398636,0.157380619874813
2018-04-20,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-20,2018-04,0,0.256128654958394,0.174243704334021,0.205065414398636,0.157380619874813
2018-04-23,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-23,2018-04,0,0.256128654958394,0.174243704334021,0.205065414398636,0.157380619874813
2018-04-24,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-24,2018-04,0,0.283083452087535,0.174243704334021,0.222663365188518,0.157380619874813
2018-04-25,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-25,2018-04,0,0.283083452087535,0.174243704334021,0.222663365188518,0.157380619874813
2018-04-26,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-26,2018-04,0,0.283083452087535,0.174243704334021,0.222663365188518,0.157380619874813
2018-04-27,2018-03,-1,,,-0.0308104321184911,0.150671825633228
2018-04-27,2018-04,0,0.283083452087535,0.174243704334021,0.222663365188518,0.157380619874813
2018-04-30,2018-04,0,0.283083452087535,0.174243704334021,0.222116947972372,0.155521255135432
2018-05-01,2018-04,-1,0.311369880628634,0.174243704334021,0.239863919219068,0.155521255135432
2018-05-01,2018-05,0,0.109130370703084,0.181423888253043,0.104835490789427,0.153226981871707
2018-05-02,2018-04,-1,0.311369880628634,0.174243704334021,0.239863919219068,0.155521255135432
2018-05-02,2018-05,0,0.0738875901646104,0.181423888253043,0.0827240880734157,0.153226981871707
2018-05-03,2018-04,-1,0.311369880628634,0.174243704334021,0.239863919219068,0.155521255135432
2018-05-03,2018-05,0,0.0766176647133647,0.181423888253043,0.0844369432133879,0.153226981871707
